"id","created","updated","is_deleted","approval_permissions","approval_done","next_approval","is_approved","is_approval_completed","rejection_reason","is_rejected","rejected_date","created_offline","is_reverted","approval_date","ln_id","hectare","maturity_date","repayment_value","total_loan_value","insurance","crg","interest","admin_fee","equity","value_chain_management","data_identification_verification","is_matured_processed","farmer_id","project_id","rejected_by_id","warehouse_id","created_by_id","contacted","amount_repaid","is_repaid"
18677,"2020-07-06 07:49:29.290134+00","2021-11-17 21:54:43.602043+00",False,"warehouse_manager","warehouse_manager","data_migration",True,True,NULL,False,NULL,"2020-07-06 07:49:29.290071+00",False,"2020-07-06 07:49:29.289722+00","LN-422-1593775964556",1,"2020-11-29 23:00:00+00","85000.00","85000.00","3400.00","1700.00","12750.00","0.00","12750.00","5000.00","0.00",True,138224,83,NULL,132,NULL,False,"85000.00",True
21290,"2020-06-15 09:56:40.852651+00","2021-11-17 21:54:43.59539+00",False,"warehouse_manager","warehouse_manager","data_migration",True,True,NULL,False,NULL,"2020-06-15 09:56:40.852587+00",False,"2020-06-15 09:56:40.852229+00","LN-422-1590091464658",1,"2020-05-21 20:05:32.32+00","45000.00","45000.00","1800.00","900.00","6750.00","0.00","6750.00","5000.00","3000.00",True,138224,83,NULL,132,NULL,False,"45000.00",True
18712,"2020-07-03 17:42:43.680819+00","2021-11-17 21:54:43.692238+00",False,"warehouse_manager","warehouse_manager","data_migration",True,True,NULL,False,NULL,"2020-07-03 17:42:43.680741+00",False,"2020-07-03 17:42:43.680354+00","LN-303-1593784703730",1,"2020-11-29 23:00:00+00","45000.00","45000.00","1800.00","900.00","6750.00","0.00","6750.00","5000.00","3000.00",True,139266,83,NULL,132,NULL,False,"45000.00",True
19890,"2020-06-25 13:10:07.40365+00","2021-11-17 21:54:43.6841+00",False,"warehouse_manager","warehouse_manager","data_migration",True,True,NULL,False,NULL,"2020-06-25 13:10:07.403596+00",False,"2020-06-25 13:10:07.403273+00","LN-303-1590661039692",1,"2020-11-29 23:00:00+00","85000.00","85000.00","3400.00","1700.00","12750.00","0.00","12750.00","5000.00","3000.00",True,139266,83,NULL,132,NULL,False,"85000.00",True
31074,"2019-06-27 07:58:21.607343+00","2021-11-17 21:55:16.656493+00",False,"","","data_migration",True,True,NULL,False,NULL,"2019-06-27 07:58:21.607215+00",False,NULL,"LN-202-1561573940839",1,"2020-02-25 23:00:00+00","54720.00","57600.00","2592.00","1152.00","8640.00","576.00","11520.00","0.00","0.00",True,88027,95,NULL,139,NULL,False,"54720.00",True
18822,"2020-07-02 14:31:02.537333+00","2021-11-17 21:54:42.878959+00",False,"warehouse_manager","warehouse_manager","data_migration",True,True,NULL,False,NULL,"2020-07-02 14:31:02.537243+00",False,"2020-07-02 14:31:02.536678+00","LN-123-1593673704715",1,"2020-11-29 23:00:00+00","46500.00","46500.00","1860.00","930.00","6975.00","0.00","6975.00","5000.00","3000.00",True,97260,91,NULL,145,NULL,False,"46500.00",True
18823,"2020-07-02 14:30:35.341819+00","2021-11-17 21:54:42.90206+00",False,"warehouse_manager","warehouse_manager","data_migration",True,True,NULL,False,NULL,"2020-07-02 14:30:35.341724+00",False,"2020-07-02 14:30:35.340015+00","LN-123-1593673513097",1,"2020-11-29 23:00:00+00","88000.00","88000.00","3520.00","1760.00","13200.00","0.00","13200.00","5000.00","3000.00",True,75274,91,NULL,145,NULL,False,"88000.00",True
38487,"2021-06-09 10:00:16.26915+00","2021-11-17 21:54:43.155206+00",False,"","",NULL,True,True,NULL,False,NULL,"2021-06-07 13:27:29.29+00",False,"2021-06-09 10:00:16.266474+00","LN-6390-1623072418525",2,"2021-11-29 23:00:00+00","127000.00","122000.00","4880.00","2440.00","18300.00","0.00","18300.00","5000.00","3000.00",True,355967,111,NULL,132,6390,True,"127000.00",True
18948,"2020-07-02 09:28:09.85932+00","2021-11-17 21:57:47.705653+00",False,"warehouse_manager","warehouse_manager","data_migration",True,True,NULL,False,NULL,"2020-07-02 09:28:09.859251+00",False,"2020-07-02 09:28:09.858942+00","LN-433-1591519510247",1,"2020-11-29 23:00:00+00","85000.00","85000.00","3400.00","1700.00","12750.00","0.00","12750.00","5000.00","3000.00",True,141293,83,NULL,132,NULL,False,"85000.00",True
83271,"2021-08-16 10:12:09.125097+00","2021-11-17 21:59:03.588126+00",False,"","",NULL,True,True,NULL,False,NULL,"2021-08-15 17:41:46.46+00",False,"2021-08-16 10:12:09.121467+00","LN-287900-1629049215184",1,"2021-11-29 23:00:00+00","78000.00","73000.00","2920.00","1460.00","10950.00","0.00","10950.00","5000.00","3000.00",True,439314,154,NULL,200,287900,False,"78000.00",True
19079,"2020-07-01 08:59:27.360207+00","2021-11-17 21:57:31.878712+00",False,"warehouse_manager","warehouse_manager","data_migration",True,True,NULL,False,NULL,"2020-07-01 08:59:27.360057+00",False,"2020-07-01 08:59:27.359543+00","LN-423-1591247437108",1,"2020-11-29 23:00:00+00","106000.00","106000.00","4240.00","2120.00","15900.00","0.00","15900.00","5000.00","3000.00",True,42081,83,NULL,132,NULL,False,"106000.00",True
30625,"2019-06-29 17:51:10.131163+00","2021-11-17 21:54:44.005097+00",False,"","","data_migration",True,True,NULL,False,NULL,"2019-06-29 17:51:10.131027+00",False,NULL,"LN-6-1561731732262",1,"2020-02-27 23:00:00+00","54720.00","57600.00","2592.00","1152.00","8640.00","576.00","11520.00","0.00","0.00",True,108088,95,NULL,132,NULL,False,"54720.00",True
38421,"2021-06-09 09:53:37.58407+00","2021-11-17 21:54:44.510898+00",False,"","",NULL,True,True,NULL,False,NULL,"2021-06-07 14:28:49.49+00",False,"2021-06-09 09:53:37.58184+00","LN-6390-1623076115695",2,"2021-11-29 23:00:00+00","127000.00","122000.00","4880.00","2440.00","18300.00","0.00","18300.00","5000.00","3000.00",True,356784,111,NULL,132,6390,True,"127000.00",True
27605,"2019-07-23 07:06:44.680042+00","2021-11-17 22:11:23.846698+00",False,"","","data_migration",True,True,NULL,False,NULL,"2019-07-23 07:06:44.679245+00",False,NULL,"LN-6-1563814802752",1,"2020-03-21 23:00:00+00","54055.00","56900.00","2560.50","1138.00","8535.00","569.00","11380.00","0.00","0.00",True,105645,97,NULL,132,NULL,False,"54055.00",True
14550,"2020-08-13 11:40:08.643594+00","2021-11-17 21:56:43.308265+00",False,"warehouse_manager","warehouse_manager","data_migration",True,True,NULL,False,NULL,"2020-08-13 11:40:08.643532+00",False,"2020-08-13 11:40:08.643182+00","LN-444-1597161866892",1,"2020-11-29 23:00:00+00","50000.00","50000.00","2000.00","1000.00","7500.00","0.00","7500.00","5000.00","0.00",True,42447,83,NULL,132,NULL,False,"50000.00",True
30906,"2019-06-27 21:51:35.444149+00","2021-11-17 21:57:29.539755+00",False,"","","data_migration",True,True,NULL,False,NULL,"2019-06-27 21:51:35.444028+00",False,NULL,"LN-6-1561658032607",1,"2020-02-26 23:00:00+00","54720.00","57600.00","2592.00","1152.00","8640.00","576.00","11520.00","0.00","0.00",True,109138,92,NULL,132,NULL,False,"54720.00",True
18893,"2020-07-02 11:03:05.185285+00","2021-11-17 21:57:31.666778+00",False,"warehouse_manager","warehouse_manager","data_migration",True,True,NULL,False,NULL,"2020-07-02 11:03:05.18522+00",False,"2020-07-02 11:03:05.184805+00","LN-412-1593618779190",1,"2020-11-29 23:00:00+00","45000.00","45000.00","1800.00","900.00","6750.00","0.00","6750.00","5000.00","0.00",True,41324,83,NULL,132,NULL,False,"45000.00",True
25496,"2020-05-21 12:01:13.366676+00","2021-11-17 21:57:24.132834+00",False,"","","data_migration",True,True,NULL,False,NULL,"2020-05-21 12:01:13.366605+00",False,NULL,"LN-411-1589977470042",1,"2020-11-29 23:00:00+00","45000.00","45000.00","1800.00","900.00","6750.00","0.00","6750.00","5000.00","0.00",True,89563,83,NULL,132,NULL,False,"45000.00",True
18882,"2020-07-02 11:57:58.285364+00","2021-11-17 21:57:24.139326+00",False,"warehouse_manager","warehouse_manager","data_migration",True,True,NULL,False,NULL,"2020-07-02 11:57:58.285287+00",False,"2020-07-02 11:57:58.284901+00","LN-411-1591314168442",1,"2020-11-29 23:00:00+00","85000.00","85000.00","3400.00","1700.00","12750.00","0.00","12750.00","5000.00","0.00",True,89563,83,NULL,132,NULL,False,"85000.00",True
28781,"2019-07-15 13:42:18.321453+00","2021-11-17 22:01:43.497193+00",False,"","","data_migration",True,True,NULL,False,NULL,"2019-07-15 13:42:18.321334+00",False,NULL,"LN-4-1563197193135",1,"2020-03-14 23:00:00+00","54720.00","57600.00","2592.00","1152.00","8640.00","576.00","11520.00","0.00","0.00",True,100696,97,NULL,133,NULL,False,"54720.00",True
19065,"2020-07-01 10:38:49.855671+00","2021-11-17 21:54:44.698679+00",False,"warehouse_manager","warehouse_manager","data_migration",True,True,NULL,False,NULL,"2020-07-01 10:38:49.8556+00",False,"2020-07-01 10:38:49.855248+00","LN-182-1593360058535",1,"2020-11-29 23:00:00+00","45000.00","45000.00","1800.00","900.00","6750.00","0.00","6750.00","5000.00","3000.00",True,41638,83,NULL,132,NULL,False,"45000.00",True
25390,"2020-05-21 14:20:03.132647+00","2021-11-17 21:57:29.546682+00",False,"","","data_migration",True,True,NULL,False,NULL,"2020-05-21 14:20:03.132592+00",False,NULL,"LN-196-1590061767440",1,"2020-11-29 23:00:00+00","85000.00","85000.00","3400.00","1700.00","12750.00","0.00","12750.00","5000.00","0.00",True,109138,83,NULL,132,NULL,False,"85000.00",True
18963,"2020-07-01 14:48:33.910702+00","2021-11-17 21:57:29.553971+00",False,"warehouse_manager","warehouse_manager","data_migration",True,True,NULL,False,NULL,"2020-07-01 14:48:33.910641+00",False,"2020-07-01 14:48:33.91029+00","LN-196-1592834206205",1,"2020-11-29 23:00:00+00","85000.00","85000.00","3400.00","1700.00","12750.00","0.00","12750.00","5000.00","0.00",True,109138,83,NULL,132,NULL,False,"85000.00",True
23446,"2020-05-29 09:59:46.964711+00","2021-11-17 21:54:44.691999+00",False,"","","data_migration",True,True,NULL,False,NULL,"2020-05-29 09:59:46.96466+00",False,NULL,"LN-182-1590267251043",1,"2020-11-29 23:00:00+00","45000.00","45000.00","1800.00","900.00","6750.00","0.00","6750.00","5000.00","3000.00",True,41638,83,NULL,132,NULL,False,"45000.00",True
85662,"2021-08-25 13:27:08.962474+00","2021-11-17 21:54:44.75921+00",False,"","",NULL,True,True,NULL,False,NULL,"2021-08-24 06:51:26.26+00",False,"2021-08-25 13:27:08.959086+00","LN-282099-1629787869253",1,"2021-11-29 23:00:00+00","74000.00","69000.00","2760.00","1380.00","10350.00","0.00","10350.00","5000.00","3000.00",True,475141,158,NULL,199,282099,True,"74000.00",True
85663,"2021-08-25 13:27:09.761186+00","2021-11-17 21:54:44.781087+00",False,"","",NULL,True,True,NULL,False,NULL,"2021-08-24 06:51:01.01+00",False,"2021-08-25 13:27:09.753968+00","LN-282099-1629787841122",1,"2021-11-29 23:00:00+00","74000.00","69000.00","2760.00","1380.00","10350.00","0.00","10350.00","5000.00","3000.00",True,475142,158,NULL,199,282099,True,"74000.00",True
85660,"2021-08-25 13:27:07.36787+00","2021-11-17 21:54:44.802565+00",False,"","",NULL,True,True,NULL,False,NULL,"2021-08-24 06:52:16.16+00",False,"2021-08-25 13:27:07.363361+00","LN-282099-1629787914049",1,"2021-11-29 23:00:00+00","74000.00","69000.00","2760.00","1380.00","10350.00","0.00","10350.00","5000.00","3000.00",True,475152,158,NULL,199,282099,True,"74000.00",True
85661,"2021-08-25 13:27:08.148187+00","2021-11-17 21:54:44.823954+00",False,"","",NULL,True,True,NULL,False,NULL,"2021-08-24 06:51:47.47+00",False,"2021-08-25 13:27:08.143958+00","LN-282099-1629787890078",1,"2021-11-29 23:00:00+00","74000.00","69000.00","2760.00","1380.00","10350.00","0.00","10350.00","5000.00","3000.00",True,475157,158,NULL,199,282099,True,"74000.00",True
85658,"2021-08-25 13:27:05.759161+00","2021-11-17 21:54:44.8451+00",False,"","",NULL,True,True,NULL,False,NULL,"2021-08-24 07:21:05.05+00",False,"2021-08-25 13:27:05.755377+00","LN-282099-1629789651803",1,"2021-11-29 23:00:00+00","74000.00","69000.00","2760.00","1380.00","10350.00","0.00","10350.00","5000.00","3000.00",True,475158,158,NULL,199,282099,True,"74000.00",True
85659,"2021-08-25 13:27:06.565438+00","2021-11-17 21:54:44.866478+00",False,"","",NULL,True,True,NULL,False,NULL,"2021-08-24 07:20:04.04+00",False,"2021-08-25 13:27:06.561608+00","LN-282099-1629789556815",1,"2021-11-29 23:00:00+00","74000.00","69000.00","2760.00","1380.00","10350.00","0.00","10350.00","5000.00","3000.00",True,475160,158,NULL,199,282099,True,"74000.00",True
19052,"2020-07-01 11:31:43.513768+00","2021-11-17 21:57:55.564437+00",False,"warehouse_manager","warehouse_manager","data_migration",True,True,NULL,False,NULL,"2020-07-01 11:31:43.513699+00",False,"2020-07-01 11:31:43.513292+00","LN-441-1591150369458",1,"2020-11-29 23:00:00+00","85000.00","85000.00","3400.00","1700.00","12750.00","0.00","12750.00","5000.00","3000.00",True,41551,83,NULL,132,NULL,False,"85000.00",True
19441,"2020-06-29 08:26:10.107433+00","2021-11-17 21:57:55.557464+00",False,"warehouse_manager","warehouse_manager","data_migration",True,True,NULL,False,NULL,"2020-06-29 08:26:10.107339+00",False,"2020-06-29 08:26:10.106884+00","LN-441-1590184543867",1,"2020-11-29 23:00:00+00","45000.00","45000.00","1800.00","900.00","6750.00","0.00","6750.00","5000.00","3000.00",True,41551,83,NULL,132,NULL,False,"45000.00",True
18857,"2020-07-02 13:08:28.446589+00","2021-11-17 21:54:44.011956+00",False,"warehouse_manager","warehouse_manager","data_migration",True,True,NULL,False,NULL,"2020-07-02 13:08:28.446517+00",False,"2020-07-02 13:08:28.446146+00","LN-303-1590040038573",1,"2020-05-21 05:48:50.5+00","85000.00","85000.00","3400.00","1700.00","12750.00","0.00","12750.00","5000.00","0.00",True,108088,83,NULL,132,NULL,False,"85000.00",True
11265,"2021-01-22 11:06:27.707806+00","2021-11-17 21:54:44.142812+00",False,"warehouse_manager","warehouse_manager","data_migration",True,True,NULL,False,NULL,"2021-01-22 11:06:27.707738+00",False,"2021-01-22 11:06:27.70735+00","LN-565-1611014436255",1,"2021-06-29 23:00:00+00","52500.00","50000.00","2000.00","1000.00","7500.00","0.00","5000.00","5000.00","3000.00",True,158859,61,NULL,173,NULL,False,"52500.00",True
19175,"2020-06-30 10:18:43.919082+00","2021-11-17 21:54:44.164477+00",False,"warehouse_manager","warehouse_manager","data_migration",True,True,NULL,False,NULL,"2020-06-30 10:18:43.919019+00",False,"2020-06-30 10:18:43.918611+00","LN-140-1591266250590",1,"2020-11-29 23:00:00+00","45000.00","45000.00","1800.00","900.00","6750.00","0.00","6750.00","5000.00","3000.00",True,139840,91,NULL,145,NULL,False,"45000.00",True
31135,"2019-06-26 22:46:24.83675+00","2021-11-17 21:57:24.125611+00",False,"","","data_migration",True,True,NULL,False,NULL,"2019-06-26 22:46:24.836642+00",False,NULL,"LN-6-1561553487644",1,"2020-02-25 23:00:00+00","54720.00","57600.00","2592.00","1152.00","8640.00","576.00","11520.00","0.00","0.00",True,89563,95,NULL,132,NULL,False,"54720.00",True
24568,"2020-05-27 09:49:30.32484+00","2021-11-17 21:57:31.659847+00",False,"","","data_migration",True,True,NULL,False,NULL,"2020-05-27 09:49:30.324769+00",False,NULL,"LN-412-1589992765265",1,"2020-05-20 16:39:54.54+00","45000.00","45000.00","1800.00","900.00","6750.00","0.00","6750.00","5000.00","3000.00",True,41324,83,NULL,132,NULL,False,"45000.00",True
27606,"2019-07-23 07:06:41.700104+00","2021-11-17 22:11:23.867218+00",False,"","","data_migration",True,True,NULL,False,NULL,"2019-07-23 07:06:41.699934+00",False,NULL,"LN-6-1563814759309",1,"2020-03-21 23:00:00+00","54055.00","56900.00","2560.50","1138.00","8535.00","569.00","11380.00","0.00","0.00",True,105641,97,NULL,132,NULL,False,"54055.00",True
20148,"2020-06-24 16:18:47.116788+00","2021-11-17 21:57:55.769752+00",False,"warehouse_manager","warehouse_manager","data_migration",True,True,NULL,False,NULL,"2020-06-24 16:18:47.11668+00",False,"2020-06-24 16:18:47.116326+00","LN-196-1590090754541",1,"2020-05-21 19:59:28.28+00","45000.00","45000.00","1800.00","900.00","6750.00","0.00","6750.00","5000.00","3000.00",True,136245,83,NULL,132,NULL,False,"45000.00",True
27607,"2019-07-23 07:06:39.245057+00","2021-11-17 22:11:23.889577+00",False,"","","data_migration",True,True,NULL,False,NULL,"2019-07-23 07:06:39.244914+00",False,NULL,"LN-6-1563814697342",1,"2020-03-21 23:00:00+00","54055.00","56900.00","2560.50","1138.00","8535.00","569.00","11380.00","0.00","0.00",True,105658,97,NULL,132,NULL,False,"54055.00",True
19605,"2020-06-28 15:35:20.107823+00","2021-11-17 22:01:45.183423+00",False,"warehouse_manager","warehouse_manager","data_migration",True,True,NULL,False,NULL,"2020-06-28 15:35:20.107764+00",False,"2020-06-28 15:35:20.107405+00","LN-445-1593357547415",1,"2020-11-29 23:00:00+00","45000.00","45000.00","1800.00","900.00","6750.00","0.00","6750.00","5000.00","0.00",True,105989,88,NULL,134,NULL,False,"45000.00",True
31707,"2019-06-25 06:51:02.395562+00","2021-11-17 22:01:44.413136+00",False,"","","data_migration",True,True,NULL,False,NULL,"2019-06-25 06:51:02.395436+00",False,NULL,"LN-51-1561393420759",1,"2020-02-23 23:00:00+00","54720.00","57600.00","2592.00","1152.00","8640.00","576.00","11520.00","0.00","0.00",True,76802,95,NULL,117,NULL,False,"54720.00",True
19579,"2020-06-28 17:38:07.099735+00","2021-11-17 22:01:45.146193+00",False,"warehouse_manager","warehouse_manager","data_migration",True,True,NULL,False,NULL,"2020-06-28 17:38:07.099662+00",False,"2020-06-28 17:38:07.099291+00","LN-182-1591518567087",1,"2020-11-29 23:00:00+00","85000.00","85000.00","3400.00","1700.00","12750.00","0.00","12750.00","5000.00","0.00",True,77677,83,NULL,132,NULL,False,"85000.00",True
19369,"2020-06-29 10:49:10.525728+00","2021-11-17 22:01:44.369966+00",False,"warehouse_manager","warehouse_manager","data_migration",True,True,NULL,False,NULL,"2020-06-29 10:49:10.525657+00",False,"2020-06-29 10:49:10.525245+00","LN-180-1593369775804",1,"2020-11-29 23:00:00+00","85000.00","85000.00","3400.00","1700.00","12750.00","0.00","12750.00","5000.00","0.00",True,83022,84,NULL,117,NULL,False,"85000.00",True
19818,"2020-06-25 16:32:29.271634+00","2021-11-17 21:57:38.121231+00",False,"warehouse_manager","warehouse_manager","data_migration",True,True,NULL,False,NULL,"2020-06-25 16:32:29.271575+00",False,"2020-06-25 16:32:29.271145+00","LN-407-1590821280617",1,"2020-11-29 23:00:00+00","45000.00","45000.00","1800.00","900.00","6750.00","0.00","6750.00","5000.00","3000.00",True,139776,83,NULL,132,NULL,False,"45000.00",True
20029,"2020-06-25 10:11:17.380322+00","2021-11-17 22:01:46.077211+00",False,"warehouse_manager","warehouse_manager","data_migration",True,True,NULL,False,NULL,"2020-06-25 10:11:17.380259+00",False,"2020-06-25 10:11:17.37988+00","LN-184-1589556367295",1,"2020-05-15 15:27:02.02+00","45000.00","45000.00","1800.00","900.00","6750.00","0.00","6750.00","5000.00","3000.00",True,76095,90,NULL,141,NULL,False,"45000.00",True
20013,"2020-06-25 10:46:15.737446+00","2021-11-17 22:01:46.1875+00",False,"warehouse_manager","warehouse_manager","data_migration",True,True,NULL,False,NULL,"2020-06-25 10:46:15.73736+00",False,"2020-06-25 10:46:15.736827+00","LN-456-1593079905184",1,"2020-11-29 23:00:00+00","85000.00","85000.00","3400.00","1700.00","12750.00","0.00","12750.00","5000.00","0.00",True,79141,88,NULL,134,NULL,False,"85000.00",True
36699,"2021-06-07 10:42:27.408547+00","2021-11-17 22:08:25.586577+00",False,"","",NULL,True,True,NULL,False,NULL,"2021-05-30 06:17:31.31+00",False,"2021-06-07 10:42:27.406175+00","LN-6402-1622355429538",2,"2021-11-29 23:00:00+00","127000.00","122000.00","4880.00","2440.00","18300.00","0.00","18300.00","5000.00","0.00",True,141979,111,NULL,132,6402,True,"127000.00",True
82668,"2021-08-12 09:14:04.163501+00","2021-11-17 21:59:04.445647+00",False,"","",NULL,True,True,NULL,False,NULL,"2021-08-11 11:50:32.32+00",False,"2021-08-12 09:14:04.160015+00","LN-287899-1628682613918",1,"2021-11-29 23:00:00+00","78000.00","73000.00","2920.00","1460.00","10950.00","0.00","10950.00","5000.00","3000.00",True,466498,154,NULL,200,287899,False,"78000.00",True
20147,"2020-06-24 16:19:08.124197+00","2021-11-17 21:57:55.776831+00",False,"warehouse_manager","warehouse_manager","data_migration",True,True,NULL,False,NULL,"2020-06-24 16:19:08.124127+00",False,"2020-06-24 16:19:08.123738+00","LN-196-1590092445013",1,"2020-05-21 20:21:12.12+00","45000.00","45000.00","1800.00","900.00","6750.00","0.00","6750.00","5000.00","3000.00",True,136245,83,NULL,132,NULL,False,"45000.00",True
27275,"2019-07-23 13:16:50.475343+00","2021-11-17 22:01:47.282095+00",False,"","","data_migration",True,True,NULL,False,NULL,"2019-07-23 13:16:50.475175+00",False,NULL,"LN-64-1563809980092",1,"2020-03-21 23:00:00+00","54720.00","57600.00","2592.00","1152.00","8640.00","576.00","11520.00","0.00","0.00",True,10805,92,NULL,145,NULL,False,"54720.00",True
19188,"2020-06-30 08:59:28.721072+00","2021-11-17 22:01:44.199252+00",False,"warehouse_manager","warehouse_manager","data_migration",True,True,NULL,False,NULL,"2020-06-30 08:59:28.720993+00",False,"2020-06-30 08:59:28.72058+00","LN-139-1593097106295",1,"2020-11-29 23:00:00+00","314106.00","390000.00","15600.00","0.00","58500.00","0.00","134394.00","0.00","0.00",True,9116,77,NULL,145,NULL,False,"314106.00",True
38335,"2021-06-09 09:52:48.105931+00","2021-11-17 21:54:45.982652+00",False,"","",NULL,True,True,NULL,False,NULL,"2021-06-08 04:51:37.37+00",False,"2021-06-09 09:52:48.103307+00","LN-6623-1623127857383",1,"2021-11-29 23:00:00+00","66000.00","61000.00","2440.00","1220.00","9150.00","0.00","9150.00","5000.00","3000.00",True,361870,111,NULL,132,6623,True,"66000.00",True
19149,"2020-06-30 11:54:11.997942+00","2021-11-17 22:01:44.480157+00",False,"warehouse_manager","warehouse_manager","data_migration",True,True,NULL,False,NULL,"2020-06-30 11:54:11.997854+00",False,"2020-06-30 11:54:11.997448+00","LN-134-1589532510401",1,"2020-05-15 08:49:25.25+00","45000.00","45000.00","1800.00","900.00","6750.00","0.00","6750.00","5000.00","0.00",True,85284,91,NULL,145,NULL,False,"45000.00",True
28294,"2019-07-17 11:18:01.374841+00","2021-11-17 21:54:49.758246+00",False,"","","data_migration",True,True,NULL,False,NULL,"2019-07-17 11:18:01.374673+00",False,NULL,"LN-122-1563285571372",1,"2020-03-15 23:00:00+00","54720.00","57600.00","2592.00","1152.00","8640.00","576.00","11520.00","0.00","0.00",True,106413,92,NULL,140,NULL,False,"54720.00",True
82639,"2021-08-12 09:13:40.684629+00","2021-11-17 21:59:05.094573+00",False,"","",NULL,True,True,NULL,False,NULL,"2021-08-11 12:02:45.45+00",False,"2021-08-12 09:13:40.680269+00","LN-287899-1628683352654",1,"2021-11-29 23:00:00+00","78000.00","73000.00","2920.00","1460.00","10950.00","0.00","10950.00","5000.00","3000.00",True,468504,154,NULL,200,287899,False,"78000.00",True
